probability_of_a_match,number_of_rounds,probability_of_win
0.33,16,0.02456714625252463
0.33,17,0.02123440680368608
0.33,18,0.018373622469502467
0.33,19,0.015913824739493588
0.33,20,0.013795628182663736
0.33,21,0.01196912847367492
0.33,22,0.01039223299634592
0.33,23,0.009029322235290464
0.33,24,0.00785016739901905
0.33,25,0.006829048789678914
0.33,26,0.005944033037540506
0.33,27,0.005176377181949128
0.33,28,0.004510034840276799
0.33,29,0.003931245122712059
0.33,30,0.0034281890417773592
0.33,31,0.0029907012904316884
0.33,32,0.0026100276742269017
0.33,33,0.002278620361589318
0.33,34,0.001989964592281983
0.33,35,0.0017384316528826842
0.33,36,0.00151915386030087
0.33,37,0.0013279180427603929
0.33,38,0.001161074612173984
0.33,39,0.0010154598128213988
0.33,40,0.0008883291320758624
0.33,41,0.0007773001877001522
0.33,42,0.0006803036770797114
0.33,43,0.0005955411977773831
0.33,44,0.0005214489347649036
0.33,45,0.00045666636459994225
0.33,46,0.0004000092562688716
0.33,47,0.0003504463569066116
0.33,48,0.00030707924177654364
0.33,49,0.0002691248847036473
0.33,50,0.00023590057001649284
0.33,51,0.00020681082194626656
0.33,52,0.00018133607398034386
0.33,53,0.00015902284021679199
0.33,54,0.0001394751844266887
0.33,55,0.0001223473112272247
0.33,56,0.00010733712827014248
0.33,57,9.41806493004636e-05
0.33,58,8.264712587863385e-05
0.33,59,7.253481093776649e-05
0.33,60,6.366727054756933e-05
0.33,61,5.589017159915474e-05
0.33,62,4.90684828818816e-05
0.33,63,4.3084035424692635e-05
0.33,64,3.7833395215230403e-05
0.33,65,3.322600765617926e-05
0.33,66,2.9182578510933083e-05
0.33,67,2.563366075015051e-05
0.33,68,2.251842073973558e-05
0.33,69,1.9783560697062917e-05
0.33,70,1.7382377360988002e-05
0.33,71,1.527393943672352e-05
0.33,72,1.342236864425204e-05
0.33,73,1.1796211166007357e-05
0.33,74,1.0367887996862553e-05
0.33,75,9.113214182089748e-06
0.33,76,8.010978217116582e-06
0.33,77,7.042574002637883e-06
0.33,78,6.191678722413212e-06
0.33,79,5.443970858286555e-06
0.33,80,4.786883294360748e-06
0.33,81,4.209387104334364e-06
0.33,82,3.7018021752976192e-06
0.33,83,3.255631308638255e-06
0.33,84,2.8634148635290113e-06
0.33,85,2.5186033789032917e-06
0.33,86,2.2154459329414997e-06
0.33,87,1.948892281018988e-06
0.33,88,1.7145070591309036e-06
0.33,89,1.5083945546330696e-06
0.33,90,1.3271327337393304e-06
0.33,91,1.1677153790875657e-06
0.33,92,1.0275013338668088e-06
0.33,93,9.041699741300563e-07
0.33,94,7.95682140302266e-07
0.33,95,7.002458545343154e-07
0.33,96,6.162862341965778e-07
0.33,97,5.424190849710633e-07
0.33,98,4.774277210144464e-07
0.33,99,4.202426156816391e-07
0.33,100,3.6992353532912416e-07
0.34,1,0.34
0.34,2,0.26819200000000004
0.34,3,0.21985085439999996
0.34,4,0.18369167749120005
0.34,5,0.15529225994702847
0.34,6,0.13235007447814492
0.34,7,0.1134732442743476
0.34,8,0.0977396759684854
0.34,9,0.08449987823910236
0.34,10,0.0732760603773134
0.34,11,0.06370528641020869
0.34,12,0.0555050472751934
0.34,13,0.048451201571253225
0.34,14,0.042363190125237184
0.34,15,0.03709375530393404
0.34,16,0.03252157209818571
0.34,17,0.028545830191627264
0.34,18,0.025082163842633547
0.34,19,0.022059537675411696
0.34,20,0.019417826039494896
0.34,21,0.01710590568420595
0.34,22,0.015080135014034483
0.34,23,0.01330312898216007
0.34,24,0.011742763163910696
0.34,25,0.01037135764625132
0.34,26,0.009165003525453285
0.34,27,0.008103003594679359
0.34,28,0.007167405255665994
0.34,29,0.006342608491372925
0.34,30,0.0056150353567025945
0.34,31,0.004972850205117175
0.34,32,0.004405721996797054
0.34,33,0.003904621690130604
0.34,34,0.0034616490190374624
0.34,35,0.0030698839887226877
0.34,36,0.0027232592445294397
0.34,37,0.0024164501292858556
0.34,38,0.0021447797790897366
0.34,39,0.0019041370425739116
0.34,40,0.0016909053648452126
0.34,41,0.0015019010703400482
0.34,42,0.0013343197211379177
0.34,43,0.0011856894285112737
0.34,44,0.0010538301633224085
0.34,45,0.0009368182513938096
0.34,46,0.0008329553580483335
0.34,47,0.0007407413655582485
0.34,48,0.0006588506314274365
0.34,49,0.0005861111868357427
0.34,50,0.0005214864953035597
0.34,51,0.0004640594434154653
0.34,52,0.0004130182796973269
0.34,53,0.00036764425564924714
0.34,54,0.0003273007554748751
0.34,55,0.0002914237290309192
0.34,56,0.00025951326663060703
0.34,57,0.00023112617514303789
0.34,58,0.0002058694328178243
0.34,59,0.00018339441583698076
0.34,60,0.0001633918030970265
0.34,61,0.0001455870774449384
0.34,62,0.0001297365517795038
0.34,63,0.00011562385729573622
0.34,64,0.00010305683887447654
0.34,65,9.186480935623294e-05
0.34,66,8.18961203198542e-05
0.34,67,7.301601212624802e-05
0.34,68,6.510471048267147e-05
0.34,69,5.8055740718244755e-05
0.34,70,5.1774434408858714e-05
0.34,71,4.617660601229171e-05
0.34,72,4.118737982641176e-05
0.34,73,3.6740149911857895e-05
0.34,74,3.2775657666385195e-05
0.34,75,2.9241173536575487e-05
0.34,76,2.6089770934691083e-05
0.34,77,2.3279681820920248e-05
0.34,78,2.07737246375198e-05
0.34,79,1.8538796361800977e-05
0.34,80,1.6545421397340347e-05
0.34,81,1.4767350862791113e-05
0.34,82,1.3181206578830405e-05
0.34,83,1.1766164708018517e-05
0.34,84,1.050367458009849e-05
0.34,85,9.377208745675219e-06
0.34,86,8.372040752302646e-06
0.34,87,7.4750475358168385e-06
0.34,88,6.674533672464222e-06
0.34,89,5.960075049422012e-06
0.34,90,5.32237978746945e-06
0.34,91,4.753164494047103e-06
0.34,92,4.245044141437004e-06
0.34,93,3.791434056567348e-06
0.34,94,3.386462678862425e-06
0.34,95,3.0248938931527203e-06
0.34,96,2.7020578781631252e-06
0.34,97,2.413789529478542e-06
0.34,98,2.1563736208836894e-06
0.34,99,1.9264959611225955e-06
0.34,100,1.7211998857786222e-06
0.35,1,0.35
0.35,2,0.28174999999999994
0.35,3,0.23516937499999996
0.35,4,0.19984573437499997
0.35,5,0.17171928552734372
0.35,6,0.14868372392111326
0.35,7,0.12946822628124932
0.35,8,0.11323113077556433
0.35,9,0.09937885867227679
0.35,10,0.08747360037017357
0.35,11,0.07718150456800535
0.35,12,0.06824141589621285
0.35,13,0.060444913567020475
0.35,14,0.05362297402897715
0.35,15,0.047636722084344135
0.35,16,0.04237081579038195
0.35,17,0.037728590273110915
0.35,18,0.03362841285300359
0.35,19,0.030000894774380858
0.35,20,0.02678672283471698
0.35,21,0.0239349487812502
0.35,22,0.02140162283042055
0.35,23,0.01914869000187591
0.35,24,0.017143090016464968
0.35,25,0.015356016862797764
0.35,26,0.013762305024357352
0.35,27,0.012339917208549283
0.35,28,0.011069514164911816
0.35,29,0.009934091444660832
0.35,30,0.0089186711601881
0.35,31,0.00801003924229908
0.35,32,0.007196520568718121
0.35,33,0.006467785794399431
0.35,34,0.005814684856506237
0.35,35,0.005229103030280532
0.35,36,0.004703836132156076
0.35,37,0.004232482044825227
0.35,38,0.0038093462066983576
0.35,39,0.0034293590889067933
0.35,40,0.003088003994757372
0.35,41,0.0027812537732773484
0.35,42,0.002505515251017684
0.35,43,0.0022575803630858677
0.35,44,0.002034583112137892
0.35,45,0.0018339616080748097
0.35,46,0.0016534245456962646
0.35,47,0.001490921565961837
0.35,48,0.0013446170215477456
0.35,49,0.0012128667312915147
0.35,50,0.0010941973627107235
0.35,51,0.0009872881285562887
0.35,52,0.0008909545235451705
0.35,53,0.0008041338620288997
0.35,54,0.0007258724072375823
0.35,55,0.0006553139085984101
0.35,56,0.0005916893860527787
0.35,57,0.0005343080197819372
0.35,58,0.0004825490207150017
0.35,59,0.0004358543719878053
0.35,60,0.00039372234444556294
0.35,61,0.00035570170059098436
0.35,62,0.00032138651128911836
0.35,63,0.0002904115182362324
0.35,64,0.00026244798284126596
0.35,65,0.00023719996889129505
0.35,66,0.0002144010122944713
0.35,67,0.0001938111364163853
0.35,68,0.00017521417613634982
0.35,69,0.00015841537782456777
0.35,70,0.00014323924604536583
0.35,71,0.00012952761098285689
0.35,72,0.00011713789341334615
0.35,73,0.00010594154655695428
0.35,74,9.582265636722205e-05
0.35,75,8.667668379505661e-05
0.35,76,7.840933432132387e-05
0.35,77,7.093554161615537e-05
0.35,78,6.417855357498255e-05
0.35,79,5.80691102210888e-05
0.35,80,5.254470406937488e-05
0.35,81,4.754891453130309e-05
0.35,82,4.303080882005062e-05
0.35,83,3.894440259962333e-05
0.35,84,3.524817432253201e-05
0.35,85,3.190462782687981e-05
0.35,86,2.8879898323548336e-05
0.35,87,2.6143397404865712e-05
0.35,88,2.3667493154128908e-05
0.35,89,2.1427221836345744e-05
0.35,90,1.940002800963038e-05
0.35,91,1.756553021833224e-05
0.35,92,1.5905309717207424e-05
0.35,93,1.4402719934314404e-05
0.35,94,1.3042714612002361e-05
0.35,95,1.1811692773184062e-05
0.35,96,1.069735884656112e-05
0.35,97,9.688596451840632e-06
0.35,98,8.775354496249089e-06
0.35,99,7.948544368597457e-06
0.35,100,7.199947138374693e-06
0.36,1,0.36
0.36,2,0.29548800000000003
0.36,3,0.2508973056
0.36,4,0.2166516523008
0.36,5,0.18903595748032512
0.36,6,0.1661303955684304
0.36,7,0.14677977686526178
0.36,8,0.13022007025391014
0.36,9,0.11591248374170236
0.36,10,0.1034591604414767
0.36,11,0.09255602682566312
0.36,12,0.0829644410644354
0.36,13,0.07449315252011908
0.36,14,0.06698628759469416
0.36,15,0.06031504397639653
0.36,16,0.054371766461727554
0.36,17,0.04906560829663109
0.36,18,0.04431928103064739
0.36,19,0.04006657180032599
0.36,20,0.03625041436383716
0.36,21,0.03282136793770577
0.36,22,0.029736401827247898
0.36,23,0.026957913077290792
0.36,24,0.024452924263416408
0.36,25,0.02219242235777617
0.36,26,0.020150809372662892
0.36,27,0.018305442509564805
0.36,28,0.01663624666966382
0.36,29,0.01512538597800487
0.36,30,0.013756983819975992
0.36,31,0.01251688304828391
0.36,32,0.011392439675014921
0.36,33,0.010372344646785301
0.36,34,0.009446469304799431
0.36,35,0.008605730923671931
0.36,36,0.00784197535293979
0.36,37,0.007147874290258418
0.36,38,0.006516835123044876
0.36,39,0.005942921606758034
0.36,40,0.005420783919078976
0.36,41,0.0049455968522760215
0.36,42,0.004513005090544145
0.36,43,0.004119074672546475
0.36,44,0.0037602498676131565
0.36,45,0.0034333148017073665
0.36,46,0.0031353592600434663
0.36,47,0.0028637481700981614
0.36,48,0.0026160943340779045
0.36,49,0.0023902340356274305
0.36,50,0.0021842051932596776
0.36,51,0.0019962277739448172
0.36,52,0.001824686215575228
0.36,53,0.001668113637499059
0.36,54,0.0015251776447134484
0.36,55,0.0013946675542340003
0.36,56,0.0012754828921152852
0.36,57,0.0011666230270121112
0.36,58,0.0010671778214003864
0.36,59,0.000976319194921481
0.36,60,0.0008932935060310893
0.36,61,0.0008174146684403825
0.36,62,0.0007480579279194394
0.36,63,0.0006846542330494037
0.36,64,0.0006266851405967994
0.36,65,0.0005736782024581382
0.36,66,0.0005252027866863834
0.36,67,0.0004808662900503405
0.36,68,0.00044031070396921844
0.36,69,0.0004032094995731238
0.36,70,0.00036926480112321503
0.36,71,0.0003382048201324323
0.36,72,0.00030978152530260233
0.36,73,0.00028376852587434195
0.36,74,0.0002599591482058673
0.36,75,0.00023816468738483942
0.36,76,0.0002182128174594645
0.36,77,0.00019994614547389178
0.36,78,0.0001832208959284938
0.36,79,0.0001679057135755386
0.36,80,0.00015388057362067842
0.36,81,0.00014103578944441928
0.36,82,0.00012927110889755932
0.36,83,0.00011849489107137804
0.36,84,0.00010862335620679707
0.36,85,9.957990209542782e-05
0.36,86,9.129448094703134e-05
0.36,87,8.370303125928753e-05
0.36,88,7.674695973299513e-05
0.36,89,7.037266873435628e-05
0.36,90,6.453112522070931e-05
0.36,91,5.917746742132212e-05
0.36,92,5.42706459045493e-05
0.36,93,4.97730959702885e-05
0.36,94,4.5650438585386736e-05
0.36,95,4.187120733225875e-05
0.36,96,3.840659907002273e-05
0.36,97,3.523024621520477e-05
0.36,98,3.23180087375602e-05
0.36,99,2.9647784137649685e-05
0.36,100,2.7199333828146284e-05
0.37,1,0.37
0.37,2,0.30939399999999995
0.37,3,0.2670122242
0.37,4,0.2340815844034
0.37,5,0.2072151219253439
0.37,6,0.18466986127225832
0.37,7,0.1654004269920661
0.37,8,0.14871695079227562
0.37,9,0.1341335071591338
0.37,10,0.12129132669578917
0.37,11,0.1099159800849677
0.37,12,0.09979171477685278
0.37,13,0.09074517751078669
0.37,14,0.08263460890801742
0.37,15,0.0753423966772676
0.37,16,0.06876977994944816
0.37,17,0.06283298173233616
0.37,18,0.057460319035219594
0.37,19,0.05259000030028345
0.37,20,0.0481684173536304
0.37,21,0.044148800512657585
0.37,22,0.04049014526400414
0.37,23,0.037156345340928855
0.37,24,0.03411548496761597
0.37,25,0.03133925546829063
0.37,26,0.028802470210823106
0.37,27,0.026482658147800053
0.37,28,0.024359720801858893
0.37,29,0.022415640927313275
0.37,30,0.02063423361220119
0.37,31,0.019000932501267526
0.37,32,0.01750260528665611
0.37,33,0.0161273937463603
0.37,34,0.014864574494675936
0.37,35,0.013704437304850587
0.37,36,0.012638178416425908
0.37,37,0.011657806681463835
0.37,38,0.010756060759645721
0.37,39,0.009926335860793872
0.37,40,0.009162618768895297
0.37,41,0.008459430075115144
0.37,42,0.007811772707011121
0.37,43,0.007215085973776885
0.37,44,0.006665204458012395
0.37,45,0.006158321177319253
0.37,46,0.0056909545171889495
0.37,47,0.0052599185027824265
0.37,48,0.004862296033373535
0.37,49,0.004495414751130819
0.37,50,0.004156825256910191
0.37,51,0.003844281420942991
0.37,52,0.003555722566646545
0.37,53,0.003289257332013481
0.37,54,0.003043149035777195
0.37,55,0.002815802395323989
0.37,56,0.002605751460561406
0.37,57,0.0024116486430206733
0.37,58,0.0022322547326744215
0.37,59,0.002066429806546946
0.37,60,0.0019131249434012913
0.37,61,0.0017713746677909246
0.37,62,0.0016402900547214836
0.37,63,0.0015190524332151008
0.37,64,0.0014069076333216967
0.37,65,0.0013031607266778102
0.37,66,0.0012071712156596255
0.37,67,0.0011183486305868264
0.37,68,0.0010361484983718275
0.37,69,0.000960068649530425
0.37,70,0.000889645833623308
0.37,71,0.0008244526160254535
0.37,72,0.0007640945314589621
0.37,73,0.0007082074720067338
0.37,74,0.0006564552893778132
0.37,75,0.0006085275930451699
0.37,76,0.0005641377275450171
0.37,77,0.0005230209137328874
0.37,78,0.0004849325401526292
0.37,79,0.0004496465919054108
0.37,80,0.0004169542055201203
0.37,81,0.0003866623393361357
0.37,82,0.00035859254982489175
0.37,83,0.0003325798651074145
0.37,84,0.00030847174767943263
0.37,85,0.00028612713904130755
0.37,86,0.00026541557955355626
0.37,87,0.00024621639740616744
0.37,88,0.00022841796110662153
0.37,89,0.00021191699036232094
0.37,90,0.00019661792066236872
0.37,91,0.00018243231725517903
0.37,92,0.00016927833457577065
0.37,93,0.00015708021750293746
0.37,94,0.00014576784112465096
0.37,95,0.00013527628596259574
0.37,96,0.00012554544585598545
0.37,97,0.00011651966593284976
0.37,98,0.00010814740830571559
0.37,99,0.00010038094331974481
0.37,100,9.317606435648686e-05
0.38,1,0.38
0.38,2,0.323456
0.38,3,0.2834907008
0.38,4,0.2521046191616
0.38,5,0.22622365624257534
0.38,6,0.2042724587331754
0.38,7,0.18530955091138845
0.38,8,0.16871538117522586
0.38,9,0.1540544322133262
0.38,10,0.14100553603950386
0.38,11,0.12932312027300422
0.38,12,0.11881404386457989
0.38,13,0.10932294665758496
0.38,14,0.10072255241924648
0.38,15,0.09290700558654376
0.38,16,0.08578714662924272
0.38,17,0.07928707139417472
0.38,18,0.07334156728386806
0.38,19,0.06789416429569153
0.38,20,0.06289562731374077
0.38,21,0.05830277159324511
0.38,22,0.054077519296321305
0.38,23,0.05018613875362354
0.38,24,0.04659862427417293
0.38,25,0.04328818549635191
0.38,26,0.04023082314221774
0.38,27,0.037404973672807394
0.38,28,0.034791209439130874
0.38,29,0.03237198394341798
0.38,30,0.03013141407948505
0.38,31,0.028055092923710834
0.38,32,0.026129927948076972
0.38,33,0.024344000529305833
0.38,34,0.022686443408635456
0.38,35,0.021147333369740978
0.38,36,0.019717596887667603
0.38,37,0.018388926888915903
0.38,38,0.0171537090740764
0.38,39,0.016004956506275664
0.38,40,0.014936251373814808
0.38,41,0.013941693003444087
0.38,42,0.013015851339209612
0.38,43,0.012153725216553788
0.38,44,0.011350704856911668
0.38,45,0.010602538088018195
0.38,46,0.00990529986237971
0.38,47,0.009255364703144978
0.38,48,0.008649381754763687
0.38,49,0.008084252156819096
0.38,50,0.0075571084944620675
0.38,51,0.0070652961089308535
0.38,52,0.006606356077513343
0.38,53,0.0061780096946517085
0.38,54,0.005778144305246764
0.38,55,0.005404800358039832
0.38,56,0.005056159561608817
0.38,57,0.004730534038325056
0.38,58,0.004426356382841583
0.38,59,0.004142170541542647
0.38,60,0.0038766234380655813
0.38,61,0.0036284572776680997
0.38,62,0.003396502469991142
0.38,63,0.0031796711157747225
0.38,64,0.0029769510084200054
0.38,65,0.00278740010603932
0.38,66,0.002610141433869635
0.38,67,0.0024443583807067172
0.38,68,0.0022892903564007646
0.38,69,0.002144228780486791
0.38,70,0.0020085133747450366
0.38,71,0.0018815287349338004
0.38,72,0.0017627011591401854
0.38,73,0.0016514957121805318
0.38,74,0.0015474135072754444
0.38,75,0.0014499891878452045
0.38,76,0.0013587885937383537
0.38,77,0.0012734065975355201
0.38,78,0.0011934650977764474
0.38,79,0.0011186111570533233
0.38,80,0.0010485152739091264
0.38,81,0.000982869778385755
0.38,82,0.0009213873418920679
0.38,83,0.0008637995928145127
0.38,84,0.0008098558299797927
0.38,85,0.0007593218267063493
0.38,86,0.0007119787187548968
0.38,87,0.0006676219700129213
0.38,88,0.0006260604102284518
0.38,89,0.0005871153395485953
0.38,90,0.0005506196950219701
0.38,91,0.0005164172745945334
0.38,92,0.0004843620144683917
0.38,93,0.0004543173160056403
0.38,94,0.00042615541864655454
0.38,95,0.00039975681557573095
0.38,96,0.00037500970911301797
0.38,97,0.0003518095030301119
0.38,98,0.0003300583292001199
0.38,99,0.0003096646061777221
0.38,100,0.000290542627483113
0.39,1,0.39
0.39,2,0.337662
0.39,3,0.3003083694
0.39,4,0.27068694033420004
0.39,5,0.24602265742256166
0.39,6,0.2248991789657181
0.39,7,0.20647316870781346
0.39,8,0.190191419586493
0.39,9,0.1756660641516349
0.39,10,0.16261164304381354
0.39,11,0.15081018527392082
0.39,12,0.14009038475162863
0.39,13,0.13031446266532426
0.39,14,0.1213694939563558
0.39,15,0.11316146288373903
0.39,16,0.10561105926066032
0.39,17,0.09865062530067993
0.39,18,0.09222188660778369
0.39,19,0.08627423186040586
0.39,20,0.08076338539905388
0.39,21,0.07565036694374688
0.39,22,0.07090066497124985
0.39,23,0.06648357167415413
0.39,24,0.06237164190962732
0.39,25,0.058540248553285365
0.39,26,0.054967213713748256
0.39,27,0.051632500298008276
0.39,28,0.04851795207244969
0.39,29,0.04560707305406961
0.39,30,0.042884839071108266
0.39,31,0.040337535843892026
0.39,32,0.03795261908885722
0.39,33,0.03571859303576753
0.39,34,0.03362490443746737
0.39,35,0.031661849691885874
0.39,36,0.029820493123074727
0.39,37,0.0280925948081785
0.39,38,0.026470546610053727
0.39,39,0.02494731529557787
0.39,40,0.02351639179875925
0.39,41,0.022171745834181307
0.39,42,0.02090778518672665
0.39,43,0.019719319103086393
0.39,44,0.018601525293303528
0.39,45,0.017549920119702675
0.39,46,0.016560331608539643
0.39,47,0.01562887496856932
0.39,48,0.014751930342086285
0.39,49,0.01392612254913504
0.39,50,0.013148302615564397
0.39,51,0.012415530901266429
0.39,52,0.011725061666992697
0.39,53,0.011074328937151422
0.39,54,0.01046093353243179
0.39,55,0.00988263116036662
0.39,56,0.009337321464357196
0.39,57,0.008823037942516081
0.39,58,0.008337938657161759
0.39,59,0.007880297664114648
0.39,60,0.007448497098257997
0.39,61,0.007041019858276054
0.39,62,0.006656442839181094
0.39,63,0.006293430666289126
0.39,64,0.005950729888785162
0.39,65,0.005627163595005145
0.39,66,0.0053216264151145515
0.39,67,0.0050330798800366
0.39,68,0.004760548108321947
0.39,69,0.0045031137951962496
0.39,70,0.004259914480306781
0.39,71,0.004030139072744026
0.39,72,0.003813024613765314
0.39,73,0.0036078532593175885
0.39,74,0.003413949465965493
0.39,75,0.0032306773651964616
0.39,76,0.0030574383123119302
0.39,77,0.0028936685972365166
0.39,78,0.0027388373055971544
0.39,79,0.002592444319352136
0.39,80,0.0024540184470952433
0.39,81,0.002323115674930831
0.39,82,0.002199317529519373
0.39,83,0.002082229545535911
0.39,84,0.0019714798303721807
0.39,85,0.0018667177194518383
0.39,86,0.0017676125160221096
0.39,87,0.0016738523097382851
0.39,88,0.0015851428687736538
0.39,89,0.0015012066005700166
0.39,90,0.0014217815766958768
0.39,91,0.0013466206176034608
0.39,92,0.001275490433374372
0.39,93,0.0012081708168191034
0.39,94,0.001144453885549809
0.39,95,0.001084143369880522
0.39,96,0.0010270539436260015
0.39,97,0.0009730105950710741
0.39,98,0.0009218480355680857
0.39,99,0.0008734101433920984
0.39,100,0.0008275494406428564
0.4,1,0.4
0.4,2,0.3520000000000001
0.4,3,0.31744000000000006
0.4,4,0.28979200000000005
0.4,5,0.26656768000000003
0.4,6,0.24650186752000006
0.4,7,0.22884395253760004
0.4,8,0.21310318261043207
0.4,9,0.19893648967598085
0.4,10,0.18609202141541176
0.4,11,0.17437786636177274
0.4,12,0.1636434406398926
0.4,13,0.15376776897576294
0.4,14,0.14465176436272015
